db_id,question,is_original,gold_sql,pred_sql,exact_match,bleu_score,char_similarity
decoration_competition,Go to the College Selectors page and click 'Enter'.,False,"SELECT Leader_Name ,  College_Location FROM college","SELECT Page, 'Enter'",False,0.0417991745584234,0.37142857142857144
decoration_competition,Click on 'Find the leader names and locations of colleges.',False,"SELECT Leader_Name ,  College_Location FROM college","SELECT Leader_Name, College_Location FROM college",False,0.23394743548827707,0.98989898989899
decoration_competition,Select a college.,False,"SELECT Leader_Name ,  College_Location FROM college",SELECT College FROM college,False,0.11404605374835301,0.7012987012987013
decoration_competition,Answer: 'Show all the colleges that are located in a specific city in your area.',False,"SELECT Leader_Name ,  College_Location FROM college",SELECT College FROM college,False,0.11404605374835301,0.7012987012987013
decoration_competition,Select a college.,False,"SELECT Leader_Name ,  College_Location FROM college",SELECT College FROM college,False,0.11404605374835301,0.7012987012987013
candidate_poll,What is the sex of the candidate who had the highest unsure rate?,True,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id = t2.people_id GROUP BY t1.sex ORDER BY t1.unsure_rate DESC LIMIT 1,False,0.8787419089273848,0.9747292418772563
candidate_poll,"To ask the question, click on the 'Add a question' button.",False,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT button FROM people WHERE sex = 'Add a question',False,0.014465203148908255,0.3487179487179487
candidate_poll,Who is the candidate who had the highest unsure rate?,False,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT t1.people_id FROM people AS t1 JOIN candidate AS t2 ON t1.people_id = t2.people_id GROUP BY t1.people_id ORDER BY t2.unsure_rate DESC LIMIT 1,False,0.681195157751836,0.9134948096885813
candidate_poll,"If the candidate is a man, he has the highest unsure rate, but if he is a woman, he has the lowest unsure rate.",False,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id = t2.people_id GROUP BY t1.sex ORDER BY t2.unsure_rate LIMIT 1,False,0.8473023259849676,0.9632352941176471
candidate_poll,'Is the candidate a girl or a boy?',False,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id = t2.people_id WHERE t1.sex = 'F' OR t1.name = 'Birth',False,0.5065166854354501,0.7245283018867924
candidate_poll,Show all the candidates that had the lowest unsure rate in this poll.,False,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id = t2.people_id GROUP BY t1.people_id ORDER BY t2.unsure_rate LIMIT 1,False,0.6501411370813388,0.910394265232975
network_2,Find the female friends of Alice.,True,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.friend WHERE T2.name = 'Alice' AND T1.gender = 'female',True,1.0,1.0
network_2,'Find the female friends of Alice.',False,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.friend WHERE T2.name = 'Alice' AND T1.gender = 'female',True,1.0,1.0
network_2,Select the player character name and select the 'Friends' column.,False,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',"SELECT DISTINCT T3.name, T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.player JOIN PersonFriend AS T3 ON T2.friend = T3.name WHERE T3.name = 'Friends'",False,0.39727072817761544,0.6533333333333333
network_2,Ask her friends to find Alice.,False,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.friend WHERE T1.name = 'Alice',False,0.607369791500977,0.8497854077253219
network_2,Use the list of all the female friends of Alice.,False,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.friend WHERE T2.name = 'Alice' AND T1.gender = 'female',False,0.9132027013286009,0.9689922480620154
network_2,Find the female friends of Alice,False,SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T2.name  =  'Alice' AND T1.gender  =  'female',SELECT T2.friend FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name = T2.friend WHERE T2.name = 'Alice' AND T1.gender = 'female',True,1.0,1.0
inn_1,Which room has the largest number of reservations?,True,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room = T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,True,1.0,1.0
inn_1,Create a new table in SQL Server,False,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,"SELECT roomName FROM Rooms WHERE firstname = ""SQL Server"";",False,0.007158142784142576,0.3850267379679144
inn_1,,False,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,"SELECT FirstName, LastName FROM Reservations WHERE FirstName = ""Adults"";",False,0.012729177927159429,0.42786069651741293
inn_1,,False,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,"SELECT FirstName, LastName FROM Reservations WHERE FirstName = ""Adults"";",False,0.012729177927159429,0.42786069651741293
inn_1,Query the last 5 rooms.,False,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,SELECT lastname FROM Rooms ORDER BY lastname;,False,0.008933046158719642,0.40229885057471265
inn_1,Select the room that you want to talk to.,False,SELECT T2.roomName FROM Reservations AS T1 JOIN Rooms AS T2 ON T1.Room  =  T2.RoomId GROUP BY T1.Room ORDER BY count(*) DESC LIMIT 1;,SELECT roomName FROM Rooms ORDER BY roomName;,False,0.008933046158719642,0.4367816091954023
document_management,Find names of the document without any images.,True,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT document_name FROM documents WHERE document_code NOT IN (SELECT document_code FROM document_sections_images),False,0.06422558979196637,0.4365781710914454
document_management,"Use the following query to find the name of the document (using the following query:
SELECT name FROM documents ORDER BY name ORDER BY name",False,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT document_name FROM documents ORDER BY name LIMIT 1,False,0.040394143122580675,0.2704626334519573
document_management,Search by category.,False,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT category FROM products GROUP BY category,False,0.0022560374287911196,0.12546125461254612
document_management,Find the document name with a specific name.,False,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,"SELECT document_name FROM documents WHERE document_name LIKE ""%2%""",False,0.03215704219297994,0.2620689655172414
document_management,"'Do you want to find a file that contains a name like 'Hello World', or do you want to find a file with names like 'Hello World', or do you want to find a file with names like 'Hello World', or do you",False,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT DISTINCT t1.file_name FROM files AS t1 JOIN document_sections AS t2 ON t1.file_code = t2.file_code WHERE t1.name LIKE '%Hello World%' OR t1.done_name LIKE '%Hello%',False,0.23113368211463736,0.37468354430379747
document_management,Identify the document you want to ask using the search term: 'Find names of the document without any images.',False,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT document_name FROM documents WHERE document_name NOT IN (SELECT document_code FROM document_sections_images),False,0.06422558979196637,0.4365781710914454
election,Show the name of the party that has at least two records.,True,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,SELECT Party FROM party GROUP BY Party HAVING COUNT(*) >= 2,True,1.0,1.0
election,Type '2' in the cell.,False,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,"SELECT Cell FROM party WHERE Party = ""2""",False,0.04800950704175182,0.6060606060606061
election,The first way is to use the table:,False,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,SELECT FirstName FROM party,False,0.0326747414618782,0.46511627906976744
election,'What state do you reside in?',False,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,SELECT State FROM county,False,0.016603106174265705,0.4578313253012048
election,"A county, party or election must have at least one record. This is not mandatory, but is recommended if you are looking to answer questions about your candidate's record, or your campaign's campaign.",False,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,SELECT Question FROM election WHERE Election_ID NOT IN (SELECT Election_ID FROM election),False,0.020255986027125642,0.32432432432432434
election,Select a party that has at least 2 records.,False,SELECT Party FROM party GROUP BY Party HAVING COUNT(*)  >=  2,SELECT Party FROM party GROUP BY Party HAVING COUNT(*) >= 2,True,1.0,1.0
music_1,What is the gender and name of the artist who sang the song with the smallest resolution?,True,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1","SELECT T1.gender, T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name = T2.artist_name ORDER BY T2.resolution LIMIT 1",False,0.8595328138714847,0.9962264150943396
music_1,I am not a musician.,False,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1",SELECT DISTINCT country FROM artist EXCEPT SELECT DISTINCT artist_name FROM song,False,0.019099435745046803,0.28169014084507044
music_1,In the question you get the 'Name of the artist who sang the song with the smallest resolution'.,False,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1",SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name = T2.artist_name ORDER BY T2.resolution LIMIT 1,False,0.859982234855059,0.952755905511811
music_1,The artist,False,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1","SELECT artist_name FROM song WHERE rating = ""5""",False,0.007734979095357072,0.4
music_1,'Is it possible to play the song by using a different sound?',False,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1",SELECT DISTINCT song_name FROM song ORDER BY languages,False,0.014544093155479195,0.40641711229946526
music_1,'How many times has the artist's name been changed since the last time you asked?',False,"SELECT T1.gender ,  T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name ORDER BY T2.resolution LIMIT 1","SELECT count(*) FROM artist WHERE artist_name LIKE ""%last%""",False,0.012800427087153699,0.3958333333333333
company_office,"What are the maximum and minimum sales of the companies whose industries are not ""Banking"".",True,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""","SELECT max(Sales_billion), min(Sales_billion) FROM Companies WHERE Industry!= 'Banking'",False,0.2846946938149361,0.9659090909090909
company_office,"How do I know which companies are ""Banking"".",False,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""","SELECT name FROM Companies WHERE name = ""Banking""",False,0.12164634345707652,0.6521739130434783
company_office,'How many times have you heard of a company where they can sell their goods at an estimated price that is at least $500 for every dollar spent on their products?',False,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""","SELECT count(*), company FROM Companies GROUP BY company HAVING sum(Sales_billion) >= 500",False,0.03986357128268015,0.43820224719101125
company_office,"What is the minimum and minimum sales of the companies whose industries are not ""Banking""?",False,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""","SELECT min(Sales_billion), min(Sales_billion) FROM Companies WHERE Industry!= ""Banking""",False,0.2979714705451885,0.9659090909090909
company_office,'Which industries are there for 'Banking'?'.,False,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""",SELECT Industry FROM Companies WHERE Industry = 'Banking',False,0.2846946938149361,0.684931506849315
company_office,"What is the maximum and minimum sales of the companies whose industries are not ""Banking"".",False,"SELECT max(Sales_billion) ,  min(Sales_billion) FROM Companies WHERE Industry != ""Banking""","SELECT max(Sales_billion), min(Sales_billion) FROM Companies WHERE Industry!= 'Banking'",False,0.2846946938149361,0.9659090909090909
department_management,"List the name, born state and age of the heads of departments ordered by age",True,"SELECT name, born_state, age FROM head ORDER BY age","SELECT name, born_state, age FROM head ORDER BY age",True,1.0,1.0
department_management,"Ask the same question: ""What does your department look like in the past? In your past?""",False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT DISTINCT T2.name FROM management AS T1 JOIN department AS T2 ON T1.department_id = T2.department_id WHERE T1.history = 'Yes',False,0.012109013026441871,0.23076923076923078
department_management,"Enter your city of residence in the following table: Department, Head, Management,",False,"SELECT name, born_state, age FROM head ORDER BY age","SELECT T2.dept_name, T2.head, T1.management, T1.city FROM management AS T1 JOIN department AS T2 ON T1.dept_id = T2.dept_id WHERE T1.name = 'Department' INTERSECT SELECT T2.city FROM management AS T1 JOIN head AS T2 ON T1.head_id = T2.head_id JOIN department AS T3 ON T1.dept_id = T3.dept_id WHERE T3.name = 'Miding'",False,0.005034460682273033,0.20708446866485014
department_management,Select the departments you want to ask the question in the order you want to ask them. This is usually done by using a list.,False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT DISTINCT T2.name FROM management AS T1 JOIN department AS T2 ON T1.department_id = T2.department_id JOIN questions AS T3 ON T2.s_id = T3.s_id ORDER BY T3.name,False,0.018272664875356538,0.28703703703703703
department_management,'Which departments will be ordered by age?,False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT age FROM head ORDER BY age,False,0.631914561891573,0.7857142857142857
department_management,Enter the name of the person you want to ask and how they are.,False,"SELECT name, born_state, age FROM head ORDER BY age","SELECT name, how_to_attendance FROM person",False,0.05650012604057985,0.6236559139784946
department_management,How many heads of department are older than 56?,True,SELECT COUNT(*) FROM head WHERE age > 56,SELECT count(*) FROM head WHERE age > 56,True,1.0,1.0
department_management,"Make the following assumptions:
- In a research setting, the most recent years of the applicant's record will be known.
- The number of heads is calculated by dividing the total number of employees of the applicant's record by the number of employees",False,SELECT COUNT(*) FROM head WHERE age > 56,"SELECT sum(num_employees), research FROM applicant ORDER BY years",False,0.03303164318013808,0.41904761904761906
department_management,How many head of department is older than 56?,False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT count(*) FROM head WHERE age > 56,True,1.0,1.0
department_management,Make sure the department is older than 56. Generate 5 different ways to ask the same question:,False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT DISTINCT name FROM department WHERE age > 56,False,0.3303164318013807,0.6593406593406593
department_management,"Generate the following: department = Department(Department(0-5), Head(0-5))",False,SELECT COUNT(*) FROM head WHERE age > 56,"SELECT t1.name FROM department AS t1 JOIN management AS t2 ON t1.department_id = t2.department_id JOIN head AS t3 ON t2.head_id = t3.head_id WHERE t3.name = 'Department((Department_ID), head(0-5) FROM department AS t1 JOIN management AS t2 ON t1.department_id = t2.department_id WHERE t1.name = 'Washington'",False,0.00606212098164554,0.1729106628242075
department_management,Get the highest number of heads of the department (4),False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT max(num_employees) FROM department WHERE department_id = (4),False,0.03655552228545124,0.48598130841121495
department_management,"Show me head names, states of birth and ages in ascending age order",True,"SELECT name, born_state, age FROM head ORDER BY age","SELECT name, born_state, age FROM head ORDER BY born_state ASC",False,0.7598356856515925,0.8849557522123894
department_management,Answer the question by using the above command in your IDE.,False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT question FROM question WHERE command LIKE '%over%',False,0.02915032279375143,0.4444444444444444
department_management,"Select 'Show me head names, states of birth and ages in ascending age order' (with a blank space)",False,"SELECT name, born_state, age FROM head ORDER BY age","SELECT name, born_state, age FROM head ORDER BY born_state ASC",False,0.7598356856515925,0.8849557522123894
department_management,Find the most recent answer.,False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT name FROM head ORDER BY date DESC LIMIT 1,False,0.2777619034011791,0.6666666666666666
department_management,Get the person's name and age.,False,"SELECT name, born_state, age FROM head ORDER BY age","SELECT name, age FROM head",False,0.1502421942492453,0.6753246753246753
department_management,Enter the title of a question in the table.,False,"SELECT name, born_state, age FROM head ORDER BY age",SELECT title FROM question,False,0.027373894309204495,0.4675324675324675
department_management,Count department heads with age exceeding 56,True,SELECT COUNT(*) FROM head WHERE age > 56,SELECT count(*) FROM head WHERE age > 56,True,1.0,1.0
department_management,"Create a table in the ""Heads"" table that gives the age of each person on the job. For example:",False,SELECT COUNT(*) FROM head WHERE age > 56,"SELECT T1.name, T2.age FROM management AS T1 JOIN head AS T2 ON T1.head_id = T2.head_id WHERE T1.name = ""Heads"" GROUP BY T1.name",False,0.012285946074705657,0.34523809523809523
department_management,Answer a question to get more information,False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT * FROM management,False,0.0351487760467425,0.5625
department_management,Do the following:,False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT DISTINCT name FROM management ORDER BY name DESC LIMIT 1,False,0.022416933501922302,0.3883495145631068
department_management,,False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT name FROM management ORDER BY temporary_acting DESC LIMIT 1,False,0.025098621243978974,0.37735849056603776
department_management,"'If you were a career leader in your profession, what career achievements do you have?'",False,SELECT COUNT(*) FROM head WHERE age > 56,SELECT career FROM management,False,0.0351487760467425,0.5217391304347826
department_management,Show all department id and name from department,True,"SELECT department id, name FROM department","SELECT T1.dept_id, T1.name FROM department AS T1 JOIN management AS T2 ON T1.department_id = T2.department_id JOIN head AS T3 ON T2.head_id = T3.head_id WHERE T3.name FROM department AS T4 ON T3.dept_id = T4.dept_id",False,0.01420621166509688,0.2723735408560311
department_management,Generate 5 different ways to ask the same question,False,"SELECT department id, name FROM department",SELECT DISTINCT ways FROM answer GROUP BY DISTINCT question ORDER BY count(DISTINCT way) DESC LIMIT 5,False,0.014628063653657535,0.3356643356643357
department_management,Enter the department name from a database and click 'Enter'.,False,"SELECT department id, name FROM department",SELECT name FROM department WHERE creation LIKE '%Enter%',False,0.1477219991186121,0.5454545454545454
department_management,Select the department you want to ask the question about.,False,"SELECT department id, name FROM department",SELECT name FROM department WHERE department_id IN (SELECT department_id FROM management),False,0.10025157431478134,0.4122137404580153
department_management,Select 'Show all department id and name from department',False,"SELECT department id, name FROM department","SELECT T1.department_id, T1.name FROM department AS T1 JOIN management AS T2 ON T1.department_id = T2.department_id JOIN head AS T3 ON T2.head_id = T3.head_id WHERE T3.name = 'Show'",False,0.01633647013102316,0.36771300448430494
department_management,'Show all departments id and name from department'. Generate 5 different ways to ask the same question:,False,"SELECT department id, name FROM department","SELECT DISTINCT T1.name, T1.name FROM department AS T1 JOIN management AS T2 ON T1.department_id = T2.department_id JOIN head AS T3 ON T2.head_id = T3.head_id WHERE T3.name = 'Show'",False,0.015718877363021206,0.30493273542600896
department_management,List department id and name from department ordered by department id,True,"SELECT department id, name FROM department ORDER BY department id","SELECT department_id, name FROM department ORDER BY department_id",False,0.4213952948452608,0.9692307692307692
department_management,Ask the first question.,False,"SELECT department id, name FROM department ORDER BY department id",SELECT first_name FROM question,False,0.021318810323722334,0.4375
department_management,"Choose from the following options:
- ""Get all the departments from the list"" - ""Select one of the departments from the list"" - ""Set a time and date in your order"" - ""Select an order in which to start""",False,"SELECT department id, name FROM department ORDER BY department id","SELECT name FROM department WHERE creation LIKE ""%Select a%"" ORDER BY name",False,0.11094660471566163,0.5755395683453237
department_management,Type the following into the form:,False,"SELECT department id, name FROM department ORDER BY department id",SELECT DISTINCT form FROM management,False,0.023505403213046533,0.4752475247524752
department_management,Enter your department name.,False,"SELECT department id, name FROM department ORDER BY department id",SELECT name FROM department,False,0.09534061816653487,0.5869565217391305
department_management,Go to your website and select the search field from the drop down.,False,"SELECT department id, name FROM department ORDER BY department id",SELECT name FROM website ORDER BY name DESC,False,0.06840676598421276,0.6481481481481481
department_management,Show all head id and name from head,True,"SELECT head id, name FROM head","SELECT head_id, name FROM head ORDER BY name",False,0.1477219991186121,0.7837837837837838
department_management,Find the head of the department head (or the head of a head office).,False,"SELECT head id, name FROM head",SELECT head_id FROM department,False,0.05795053470733952,0.6666666666666666
department_management,Go to /var/log/messages and press Enter to get the email address.,False,"SELECT head id, name FROM head",SELECT email_address FROM department GROUP BY email_address,False,0.039281465090051315,0.47191011235955055
department_management,,False,"SELECT head id, name FROM head",SELECT name FROM management ORDER BY temporary_acting DESC LIMIT 1,False,0.04939382737115371,0.3958333333333333
department_management,Create a table with the head id and name.,False,"SELECT head id, name FROM head","SELECT T1.head_id, T1.name FROM head AS T1 JOIN management AS T2 ON T1.head_id = T2.head_id",False,0.030934588294313718,0.4793388429752066
department_management,Ask the question 1st and 2nd question.,False,"SELECT head id, name FROM head","SELECT question 1, question 2 FROM question",False,0.039281465090051315,0.5205479452054794
department_management,List head id and name from head ordered by head id,True,"SELECT head id, name FROM head ORDER BY head id","SELECT head_id, name FROM head ORDER BY head_id",False,0.4213952948452608,0.9574468085106383
department_management,,False,"SELECT head id, name FROM head ORDER BY head id",SELECT name FROM management ORDER BY temporary_acting DESC LIMIT 1,False,0.06674094719041482,0.5663716814159292
department_management,"You could ask, ""Is the head order of the person or the department head ordered by the person's name?"" Or you could ask, ""Is the head order of the department head ordered by the department head's name?"" Or you could ask,",False,"SELECT head id, name FROM head ORDER BY head id",SELECT head FROM head ORDER BY head,False,0.4606369751099829,0.8536585365853658
department_management,Set the head id of a particular head.,False,"SELECT head id, name FROM head ORDER BY head id",SELECT head_id FROM head,False,0.04195519852075238,0.647887323943662
department_management,Get the head ordered by head id,False,"SELECT head id, name FROM head ORDER BY head id","SELECT head_id, name FROM head ORDER BY head_id",False,0.4213952948452608,0.9574468085106383
department_management,,False,"SELECT head id, name FROM head ORDER BY head id",SELECT name FROM management ORDER BY temporary_acting DESC LIMIT 1,False,0.06674094719041482,0.5663716814159292
department_management,Show all department id and head id from management,True,"SELECT department id, head id FROM management","SELECT T1.department_id, T2.head_id FROM management AS T1 JOIN department AS T2 ON T1.department_id = T2.department_id",False,0.033241378434410024,0.5276073619631901
department_management,"You can ask for a full name, for a specific job, for a specific number of hours, for a specific job description, for a specific job position, for a specific job position description, for a specific job description, for a specific job position",False,"SELECT department id, head id FROM management","SELECT T1.employee_id, T1.foremployees, T1.job_position, T1.job_description FROM job AS T1 JOIN staff AS T2 ON T1.job_id = T2.job_id GROUP BY T1.job_position",False,0.011451997463067555,0.24752475247524752
